        1031          65  -1.80885743E-03
        1029          70  -3.86339070E-06
        1019         101  -3.87329807E-10
        1019         102  -5.59062901E-05
        1017         105  -5.67714742E-05
        1016         111  -1.47874991E-04
         945         272  -2.99720839E-03
         946         272  -6.22928441E-02
         944         273  -6.16833419E-02
         943         274  -3.00944154E-03
         943         276  -1.02761434E-02
         944         278  -5.69102690E-02
         943         279  -5.99441677E-03
         943         280  -5.32808080E-02
         941         281  -1.28451793E-03
         942         281  -6.81408346E-02
         941         282  -3.72079834E-02
         940         283  -4.57432382E-02
         938         284  -5.99441677E-03
         938         285  -1.44109437E-02
         938         287  -1.48146283E-02
         935         288  -1.99813885E-03
         936         288  -6.52529299E-02
         937         288 -0.102649309    
         935         289  -6.39956258E-03
         934         290  -4.71761590E-03
         930         291  -3.85243748E-03
         931         291  -3.72351781E-02
         930         293  -2.08709892E-02
         930         294  -6.44403249E-02
         930         295  -1.19888335E-02
         932         297 -0.131381601    
         931         298  -3.57525423E-02
         931         299  -8.01663175E-02
         930         300  -1.49860419E-03
         930         301  -3.17562670E-02
         929         302  -1.39869722E-02
         928         303  -2.28071846E-02
         927         304  -1.95157304E-02
         927         305  -4.49581258E-03
         926         306  -1.48146283E-02
         925         308  -3.90980318E-02
         926         308 -0.239887819    
         924         309  -1.11109717E-02
         924         310  -8.80907699E-02
         918         313  -4.49581258E-03
         922         313  -1.71269046E-03
         916         314  -5.99441677E-03
         919         314  -6.15143925E-02
         921         314  -4.49581258E-03
         916         315  -2.64951140E-02
         920         315  -4.33081985E-02
         921         315  -1.42966805E-04
         914         316  -3.57461125E-02
         915         316  -5.93564659E-02
         912         317  -1.99813885E-03
         912         318  -9.99069493E-03
         912         319  -1.48146283E-02
         912         320  -5.83794676E-02
         912         322  -4.81602363E-02
         911         323  -4.77413759E-02
         905         324  -4.25919704E-03
         906         324  -2.44110376E-02
         907         324  -5.67892939E-03
         910         324  -2.96292566E-02
         904         325  -1.26475487E-02
         907         328  -3.72841582E-02
         904         329  -8.51839373E-04
         905         329  -7.95050059E-03
         906         329  -4.54314332E-03
         908         329  -3.03350333E-02
         907         331  -2.98143784E-03
         907         332  -7.17428513E-03
         907         333  -4.78175022E-02
         907         334  -1.38108050E-02
         906         335  -8.42095912E-03
         906         336  -6.95668813E-03
         907         337  -3.42653766E-02
